Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Latitude,Longitude
1600,326.0,53,2,2,1,1,False,False,True,False,Vila Guilherme,rent,-23.516618,-46.605505
309000,560.0,70,3,1,0,1,False,False,True,False,Cidade Ademar,sale,-23.6672992,-46.6729106
2900,450.0,65,2,2,1,2,True,False,True,False,Barra Funda,rent,-23.5248024,-46.6554946
845000,949.0,80,2,3,2,1,True,False,False,False,Consolação,sale,-23.5577697,-46.6553083
2100,2100.0,180,3,4,3,3,False,False,False,False,Mooca,rent,-23.575646,-46.5911035
2350,350.0,40,1,1,0,1,False,False,True,False,Saúde,rent,-23.6168993,-46.63322547115
1300,445.0,55,2,1,0,1,False,False,False,False,Mandaqui,rent,-23.4683661,-46.6378888
2100,270.0,35,1,1,0,1,False,False,False,False,Consolação,rent,-23.5483633,-46.6451621
1380,1800.0,33,1,2,1,1,True,True,True,False,Vila Mariana,rent,-23.576892,-46.640531
6500,1072.0,103,3,3,2,2,False,False,True,False,Moema,rent,-23.6059559,-46.6633639
5000,1300.0,50,2,2,1,1,True,True,True,False,Bela Vista,rent,-23.553914,-46.649941
350000,380.0,53,2,2,1,1,False,True,True,False,Pari,sale,-23.525212,-46.602867
2100,436.0,67,3,2,1,1,False,False,True,False,Tucuruvi,rent,-23.472621,-46.600293
2100,680.0,65,2,3,2,1,False,False,False,False,Mooca,rent,-23.5618259,-46.5801923
2100,430.0,62,2,2,1,0,False,False,True,False,Vila Guilherme,rent,-23.5195469,-46.6021772
1400,425.5,50,2,1,0,1,False,False,False,False,Penha,rent,-23.5127869,-46.521527
215000,362.0,45,2,2,1,1,False,False,False,False,Parque do Carmo,sale,-23.56613,-46.475676
163447,328.0,43,2,1,0,1,True,False,False,True,Capão Redondo,sale,-23.627947,-46.749662
1700000,2850.0,227,3,1,0,1,False,False,False,False,Consolação,sale,-23.5569918,-46.6575712
580000,676.0,70,2,2,1,2,True,False,True,False,Ipiranga,sale,-23.577951,-46.606111
290000,786.0,36,1,1,0,0,False,False,True,False,Santa Cecília,sale,-23.5407499,-46.6467891
2500,720.0,68,3,2,1,1,False,False,True,False,Belém,rent,-23.538163,-46.591505
2200,520.0,78,3,2,1,1,False,False,True,False,Jaguaré,rent,-23.5521376,-46.7430944
4500,950.0,87,2,3,1,2,False,False,True,False,Perdizes,rent,-23.5349057,-46.6830434
2540000,1999.0,350,3,2,1,2,False,True,False,False,Bela Vista,sale,-23.5626119,-46.6530421
235000,330.0,35,1,2,1,1,True,False,True,False,Capão Redondo,sale,-23.66063,-46.768167
1600,877.0,84,3,2,1,3,False,False,True,False,Mandaqui,rent,-23.4689459,-46.6305568
2000,800.0,68,2,2,1,1,False,False,False,False,Vila Mariana,rent,-23.588253,-46.632859
3000,380.0,30,1,2,1,1,False,False,False,False,Vila Madalena,rent,-23.546942,-46.695603
210000,350.0,51,2,2,1,1,False,False,False,False,Cidade Líder,sale,-23.562211,-46.479378
420000,740.0,79,2,1,0,1,False,False,False,False,Barra Funda,sale,-23.5310265,-46.6650079
650000,750.0,50,2,1,0,1,False,False,False,False,Jardim Paulista,sale,-23.5610288,-46.6645393
1000,425.0,63,3,1,0,1,False,False,False,False,Saúde,rent,-23.6549216,-46.6094389
1190,600.0,70,3,2,1,1,False,False,True,False,Jardim Ângela,rent,-23.604294,-46.518325
10000,2280.0,235,4,5,4,4,False,True,True,False,Moema,rent,-23.60504771775,-46.6640316
1100000,841.0,150,3,2,1,2,False,False,True,False,Belém,sale,-23.5389438,-46.594066
1200,497.0,50,1,2,1,1,True,False,False,False,Liberdade,rent,-23.561669,-46.636527
1800,765.0,75,3,2,1,2,False,False,False,False,Pirituba,rent,-23.4963808,-46.7283355
2700,800.0,50,1,1,0,1,False,True,False,False,Brooklin,rent,-23.6203895,-46.6974986
14000,5000.0,290,4,6,4,4,True,False,True,False,Vila Mariana,rent,-23.581096,-46.652845
800000,996.0,86,3,2,1,2,False,False,True,False,Jabaquara,sale,-23.6475688,-46.6419887
4500,615.0,57,2,2,1,1,False,False,True,False,Pinheiros,rent,-23.5687453,-46.7002232
950,430.0,60,2,2,1,1,True,False,True,False,Cidade Líder,rent,-23.564779,-46.476772
1190000,1495.0,177,3,3,1,2,False,False,True,False,Santo Amaro,sale,-23.6558,-46.689602
1200,280.0,65,2,2,1,1,False,False,False,False,Butantã,rent,-23.570469,-46.750532
1600,1500.0,99,1,2,1,3,False,True,True,False,Morumbi,rent,-23.629581,-46.7311854
750000,900.0,90,2,2,1,1,True,True,False,False,Consolação,sale,-23.553155,-46.6612664
590000,740.0,48,1,2,1,1,False,False,True,False,Pinheiros,sale,-23.5615126,-46.6861646
630000,875.0,89,3,2,1,2,True,False,True,False,Tucuruvi,sale,-23.476686,-46.6083118
409869,430.0,53,2,2,1,1,False,False,True,False,Casa Verde,sale,-23.510311,-46.6565652
280000,400.0,51,2,2,1,1,False,False,True,False,São Lucas,sale,-23.604294,-46.518325
1000,350.0,50,2,1,0,1,False,False,False,False,Brasilândia,rent,-23.473337,-46.6859299
245000,393.0,48,2,2,1,1,False,False,True,False,Jardim Ângela,sale,-23.597539,-46.541124
2799,1580.0,154,3,4,1,2,True,True,True,False,Vila Matilde,rent,-23.537955,-46.531415
970000,1100.0,105,3,2,1,2,False,False,True,False,Alto de Pinheiros,sale,-23.5396609,-46.713438
1850,730.0,70,3,1,0,1,False,False,True,False,Limão,rent,-23.4755966,-46.6675163
650000,550.0,74,2,1,0,1,True,False,False,False,Pinheiros,sale,-23.554577,-46.6780414
1400,450.0,50,1,1,0,1,False,True,False,False,Santa Cecília,rent,-23.537651,-46.6562996
1000,400.0,50,2,2,1,1,True,False,True,False,Tremembé,rent,-23.419688,-46.581064
560000,650.0,79,3,2,1,2,True,False,False,False,Freguesia do Ó,sale,-23.48434,-46.6917
8000,1200.0,80,1,2,1,2,False,False,True,False,Jardim Paulista,rent,-23.5786781,-46.6704188
2600,740.0,58,2,2,1,2,False,False,False,False,Lapa,rent,-23.534188,-46.718423
3500,3200.0,237,3,4,3,3,False,False,True,False,Campo Belo,rent,-23.6183934,-46.67743
1400,220.0,60,2,2,1,1,False,False,False,False,Mooca,rent,-23.554439,-46.592151
5500,2833.0,184,3,4,3,4,False,False,False,False,Vila Andrade,rent,-23.630961,-46.7331427
475000,570.0,58,2,2,1,1,True,False,True,False,Jaraguá,sale,-23.524606,-46.647326
650000,835.0,81,2,2,1,1,True,False,False,False,Santa Cecília,sale,-23.535836,-46.659603
4700,1600.0,150,3,4,3,3,False,False,True,False,Perdizes,rent,-23.537274,-46.683757
1100,340.0,55,2,2,1,1,True,False,False,False,Itaquera,rent,-23.544431,-46.44919
9500,1505.0,206,4,3,2,3,True,True,True,False,Campo Belo,rent,-23.6205996,-46.6794559
3100000,1796.0,233,4,5,4,4,False,True,True,False,Campo Belo,sale,-23.6241529,-46.6751668
1100,429.0,54,2,2,1,1,False,False,True,False,Jaguaré,rent,-23.543523,-46.752709
340000,679.0,57,2,2,1,1,False,False,True,False,Mandaqui,sale,-23.4662746,-46.6321384
1200,453.0,46,1,1,0,1,False,False,False,False,Jabaquara,rent,-23.6441389,-46.6422125
379000,400.0,65,3,2,1,1,False,False,True,False,Belém,sale,-23.5346069,-46.5950847
800,284.0,45,2,2,1,1,False,False,False,False,São Mateus,rent,-23.6017,-46.4841
1409,680.0,35,1,2,1,1,False,True,True,False,Morumbi,rent,-23.6205635,-46.7347769
365000,650.0,64,2,1,0,1,False,False,False,False,Cidade Ademar,sale,-23.6693357,-46.6623532
6000,886.0,119,3,2,1,2,False,False,False,False,Brooklin,rent,-23.602823,-46.694773
170000,320.0,49,2,1,0,1,False,False,False,False,Parque do Carmo,sale,-23.5577577,-46.4464287
980000,1200.0,83,1,2,1,1,False,True,True,False,Brooklin,sale,-23.6099141,-46.6816952
2200,490.0,53,2,2,1,1,False,False,False,False,Jaguaré,rent,-23.555913,-46.747901
219900,100.0,39,2,2,1,1,True,False,False,False,Vila Matilde,sale,-23.536975,-46.529966
953000,896.0,96,3,3,1,2,False,False,False,False,Perdizes,sale,-23.537358,-46.681474
699000,400.0,87,3,2,1,2,True,False,True,False,Belém,sale,-23.545925,-46.585984
5500,1600.0,172,4,3,2,3,True,False,True,False,Vila Leopoldina,rent,-23.5241522,-46.7335513
790000,624.0,83,3,3,1,3,False,True,True,False,Santana,sale,-23.498108,-46.635949
2500,600.0,42,1,2,1,2,True,True,True,True,Santana,rent,-23.5155604,-46.6331274
780000,1034.0,85,3,2,1,1,False,False,False,False,Vila Olimpia,sale,-23.596107,-46.675538
555000,475.0,60,2,2,1,1,True,False,True,False,Saúde,sale,-23.616823,-46.634171
850,300.0,58,2,1,0,1,False,False,False,False,Pirituba,rent,-23.4785326,-46.7479863
1800,500.0,75,3,2,1,1,True,False,True,False,Cursino,rent,-23.619017,-46.602503
500000,575.0,70,2,1,0,0,False,True,False,False,Consolação,sale,-23.5538852,-46.6554828
880000,1200.0,84,2,2,1,1,False,False,False,False,Pinheiros,sale,-23.555294,-46.677161
338000,380.0,37,1,2,1,1,True,False,True,False,Bela Vista,sale,-23.552675,-46.639531
800,110.0,48,2,2,1,1,False,False,False,False,José Bonifácio,rent,-23.551176,-46.436568
11000,2345.0,196,4,3,2,3,False,False,True,False,Moema,rent,-23.6113493,-46.661919
1260,640.0,62,3,2,1,1,False,False,False,False,Campo Grande,rent,-23.67174,-46.686426
661000,400.0,95,3,2,1,2,False,False,True,False,Pari,sale,-23.5274694,-46.605183
350000,652.0,62,2,1,0,1,False,False,False,False,Campo Grande,sale,-23.663017,-46.6927026
362000,460.0,50,2,1,0,1,True,False,False,False,Brás,sale,-23.5470979,-46.624788
1100,376.0,54,2,2,1,1,True,False,False,False,São Lucas,rent,-23.585987,-46.535965
1200,390.0,56,2,2,1,1,True,False,False,False,Penha,rent,-23.52025,-46.554159
199000,200.0,47,2,2,1,1,True,False,True,False,São Mateus,sale,-23.594348,-46.46743
334000,422.0,62,3,2,1,1,True,False,True,False,Vila Guilherme,sale,-23.5197419,-46.6015623
1131,287.0,60,3,2,1,1,False,False,False,False,Pedreira,rent,-23.6928299,-46.6563005
820000,990.0,95,2,3,1,1,True,False,False,False,Moema,sale,-23.604856,-46.65739
3200,500.0,30,1,2,1,1,False,True,False,False,Vila Madalena,rent,-23.546942,-46.695603
4500,1100.0,103,2,3,1,1,False,True,False,False,Vila Mariana,rent,-23.579318,-46.644378
200000,350.0,47,2,1,0,1,False,False,False,False,São Mateus,sale,-23.6017,-46.469521
10000,2656.0,220,4,4,3,4,False,False,True,False,Moema,rent,-23.5981146,-46.6771277
1500,306.0,50,1,1,0,1,False,False,False,False,Bela Vista,rent,-23.5563762,-46.6497586
1650,560.0,65,2,2,1,1,True,False,False,False,Jabaquara,rent,-23.649341,-46.650397
10000,1300.0,110,2,2,1,2,False,False,True,False,Pinheiros,rent,-23.5610411,-46.6854455
1750,785.0,64,3,1,0,1,False,False,False,False,Ipiranga,rent,-23.5777346,-46.6037751
1800,275.0,83,3,2,1,1,True,False,False,False,Socorro,rent,-23.686913,-46.702276
1500,1100.0,110,3,2,1,2,True,False,False,False,Santana,rent,-23.4874155,-46.6263287
240000,300.0,56,2,2,1,1,False,False,True,False,Vila Curuçá,sale,-23.557788,-46.42377
194900,240.0,31,1,2,1,1,True,False,False,False,Barra Funda,sale,-23.515459,-46.686931
1100,448.0,50,2,2,1,1,False,False,True,False,São Lucas,rent,-23.588684,-46.543049
385000,300.0,65,2,2,1,1,True,True,True,False,São Lucas,sale,-23.592299,-46.54435
400000,475.0,58,2,2,1,1,False,False,False,False,Jaraguá,sale,-23.524677,-46.647365
4000,750.0,67,2,2,1,1,True,True,True,False,Brooklin,rent,-23.6137936,-46.6908307
2500,620.0,40,1,2,1,1,True,True,True,False,Vila Leopoldina,rent,-23.531152,-46.729963
200000,193.0,49,2,2,1,1,False,False,False,False,São Rafael,sale,-23.631982,-46.474931
144000,600.0,47,2,2,1,1,True,False,False,False,Butantã,sale,-23.58658,-46.800999
2700,1213.0,124,3,1,0,1,False,False,False,False,Perdizes,rent,-23.5362606,-46.6837253
1650000,1550.0,230,4,4,2,4,False,True,True,False,Santana,sale,-23.491595,-46.629334
1500000,1000.0,140,3,3,2,2,False,False,True,False,Brooklin,sale,-23.6106241,-46.6813139
450000,619.0,98,2,1,0,0,False,False,False,False,Bom Retiro,sale,-23.525057,-46.640978
7000,1000.0,149,3,4,3,2,False,False,False,False,Campo Grande,rent,-23.669173,-46.695685
7500,2115.0,205,4,4,3,4,False,False,True,False,Santo Amaro,rent,-23.6455358,-46.6994739
2000,400.0,50,2,1,0,1,False,False,True,False,Vila Andrade,rent,-23.6230945,-46.7454095
750,140.0,48,2,2,1,1,False,False,False,False,Cidade Tiradentes,rent,-23.598124,-46.424234
1300,510.0,74,3,2,1,1,False,False,False,False,Limão,rent,-23.5000561,-46.6798887
2950,550.0,40,1,2,1,1,False,False,False,False,Vila Olimpia,rent,-23.600769,-46.676815
170000,295.0,39,2,1,0,1,False,False,False,False,Guaianazes,sale,-23.5252155,-46.3984831
1090000,800.0,145,4,2,3,3,False,False,True,False,Barra Funda,sale,-23.5248024,-46.6609518
285000,290.0,54,2,2,1,1,True,False,True,False,Penha,sale,-23.512399,-46.5329316
550000,554.0,84,3,2,1,2,False,False,True,False,Casa Verde,sale,-23.508399,-46.659651
490000,750.0,92,3,3,1,2,False,True,True,False,Tucuruvi,sale,-23.484445,-46.610722
2500,1150.0,103,3,3,1,2,False,False,False,False,Ipiranga,rent,-23.579108,-46.605134
2250,650.0,72,3,2,1,1,False,False,True,False,Vila Andrade,rent,-23.6361373,-46.7390978
1500,387.0,64,2,2,1,1,False,False,False,False,Vila Prudente,rent,-23.59526,-46.578745
440000,540.0,71,2,1,0,1,False,False,False,False,Belém,sale,-23.5411242,-46.5850322
2800,570.0,58,2,2,1,1,True,False,True,False,Jaraguá,rent,-23.523394,-46.645235
12500,2450.0,210,2,3,2,4,False,True,True,False,Brooklin,rent,-23.6208516,-46.6960876
1100,546.0,96,3,2,1,1,False,False,False,False,Cangaíba,rent,-23.508423,-46.530246
2500,870.0,90,3,1,0,1,False,False,True,False,Santo Amaro,rent,-23.64678,-46.7009287
5000,1216.0,180,3,2,1,2,False,False,False,False,Jardim Paulista,rent,-23.5669939,-46.6606564
319000,480.0,65,3,2,1,1,True,False,True,True,Pari,sale,-23.536341,-46.598972
350000,347.0,52,2,1,0,1,False,False,True,False,Vila Prudente,sale,-23.595739,-46.5782478
1530,1030.0,60,3,1,0,2,False,True,True,False,Penha,rent,-23.5206069946,-46.535898
6000,1100.0,125,3,2,1,2,False,True,True,False,Vila Leopoldina,rent,-23.5329871,-46.731198
2000,400.0,45,1,1,0,1,True,False,True,False,Bela Vista,rent,-23.5549288,-46.6389594
1600,800.0,69,3,2,1,1,False,False,True,False,Mooca,rent,-23.5548576,-46.5941103
524900,530.0,71,2,2,1,1,True,False,True,False,Cambuci,sale,-23.561172,-46.619482
924000,765.0,85,2,3,2,2,True,False,True,False,Vila Mariana,sale,-23.57923,-46.637723
1550,360.0,45,2,2,1,1,False,False,True,False,Campo Limpo,rent,-23.650789,-46.766624
240000,393.0,48,2,2,1,1,False,False,False,False,Jardim Ângela,sale,-23.597539,-46.541124
950,530.0,52,2,2,1,1,True,True,False,False,Cachoeirinha,rent,-23.474948,-46.649968
1400,450.0,54,2,2,1,1,False,False,False,False,Jaguaré,rent,-23.55132,-46.747163
470000,520.0,66,2,2,1,1,False,False,False,False,Pari,sale,-23.532518,-46.569268
220000,300.0,30,1,2,1,1,False,False,False,False,Brás,sale,-23.5477377,-46.6234221
275000,230.0,53,2,1,0,1,False,False,False,False,Vila Prudente,sale,-23.5974052,-46.5770264
322000,360.0,55,2,2,1,1,True,False,True,False,Brás,sale,-23.535721,-46.595133
1400000,1749.0,152,3,4,3,2,True,False,True,False,Carrão,sale,-23.55391,-46.539049
1300,530.0,58,2,1,0,1,False,False,True,False,Freguesia do Ó,rent,-23.4965862,-46.7050434
228000,338.0,53,2,2,1,1,False,True,False,False,Cidade Líder,sale,-23.562960750000002,-46.4789345
299999,180.0,41,2,1,0,1,False,False,False,False,Barra Funda,sale,-23.5267896,-46.6516566
885000,1500.0,135,3,4,3,2,True,False,True,False,Pari,sale,-23.532518,-46.569268
1100,599.0,56,2,2,1,1,True,False,True,False,Freguesia do Ó,rent,-23.501496,-46.697701
2350,650.0,76,2,2,1,2,False,False,True,False,Água Rasa,rent,-23.5637103,-46.570955
1900,374.0,55,2,2,1,1,True,True,False,False,Belém,rent,-23.536768,-46.593884
322000,350.0,55,2,2,1,1,False,False,True,False,Belém,sale,-23.5357211,-46.5951336
456000,770.0,85,3,1,0,1,False,False,False,False,Jabaquara,sale,-23.7735086,-46.6756314
4000,980.0,70,2,3,2,1,False,True,True,False,Moema,rent,-23.60371,-46.658859
14000,1900.0,289,5,5,4,4,False,False,False,False,Campo Grande,rent,-23.6574761,-46.6913557
1200,450.0,50,2,2,1,1,False,False,True,False,Butantã,rent,-23.586868,-46.765939
870000,900.0,97,3,2,1,1,False,False,True,False,Brooklin,sale,-23.6110106,-46.6825191
2500,500.0,50,2,1,0,1,False,False,False,False,Sacomã,rent,-23.6131936,-46.5998447
1015000,1183.0,105,3,3,1,2,False,False,False,False,Alto de Pinheiros,sale,-23.538932,-46.716646
2200000,3300.0,180,3,2,1,3,False,False,True,False,Alto de Pinheiros,sale,-23.5522763,-46.7199012
900,300.0,60,2,2,1,1,True,False,False,False,Pirituba,rent,-23.478144,-46.747892
3355,645.0,86,3,2,1,1,False,False,True,False,Mooca,rent,-23.557555,-46.606281
4500,1007.0,130,3,4,1,2,True,False,True,False,Vila Leopoldina,rent,-23.519453,-46.725872
379000,360.0,65,3,2,1,1,True,False,True,False,Belém,sale,-23.536404,-46.594926
1400000,1650.0,168,3,4,1,2,False,False,False,False,Jardim Paulista,sale,-23.575256,-46.657824
4600,679.0,146,4,3,2,2,False,False,True,False,Ipiranga,rent,-23.5843276978,-46.6026000977
325200,270.0,60,3,2,1,1,False,False,True,False,Jaçanã,sale,-23.4777783,-46.5734555
4600,1546.0,177,3,5,3,3,False,False,True,False,Morumbi,rent,-23.63159,-46.733819
410000,782.0,100,2,1,0,0,False,False,False,False,Bom Retiro,sale,-23.5319537,-46.6367372
2000,600.0,62,2,2,1,1,False,True,True,False,Santo Amaro,rent,-23.6487721,-46.702301
1700,390.0,40,1,2,1,1,False,False,False,False,Ipiranga,rent,-23.582999,-46.60476
540000,1200.0,126,3,4,1,3,True,True,True,False,Penha,sale,-23.537029,-46.543468
950,200.0,56,2,1,0,1,False,False,False,False,José Bonifácio,rent,-23.5440646,-46.4340038
1350000,1000.0,118,3,5,3,2,True,False,True,False,Campo Belo,sale,-23.614993,-46.673618
980,211.0,50,1,1,0,0,False,False,False,False,Bela Vista,rent,-23.5579777,-46.64788
293500,310.0,59,3,2,1,1,False,True,True,False,Jaçanã,sale,-23.4830921,-46.5657512
3500,540.0,60,2,2,1,2,True,True,True,False,Tatuapé,rent,-23.539681,-46.56841
1400,341.0,44,2,2,1,1,True,False,False,False,Brás,rent,-23.546046,-46.608566
6900,1960.0,150,3,5,3,3,True,False,True,False,Perdizes,rent,-23.53287,-46.671703
2000,429.0,70,3,2,1,1,True,False,False,False,Socorro,rent,-23.690551,-46.700091
508000,600.0,90,3,2,1,2,False,False,False,False,Casa Verde,sale,-23.5105444,-46.6654794
2449400,945.0,250,4,5,4,4,True,False,True,False,Santo Amaro,sale,-23.626415,-46.696833
6000,2106.0,150,3,2,1,2,False,False,True,False,Campo Belo,rent,-23.6268033,-46.6713379
3500,1250.0,68,2,2,1,1,False,True,True,False,Moema,rent,-23.592753,-46.6517698
2300,60.0,118,3,2,1,2,True,False,False,False,Vila Matilde,rent,-23.545364,-46.526146
280000,475.0,50,2,1,0,1,False,False,False,False,Mandaqui,sale,-23.4746005,-46.634651899999994
2300000,480.0,393,3,4,0,1,False,False,False,False,República,sale,-23.544085,-46.6425002
189700,330.0,58,2,2,1,1,False,False,False,False,Sapopemba,sale,-23.585253,-46.533766
2190,550.0,58,2,2,1,2,True,False,True,False,Jaraguá,rent,-23.524677,-46.647365
2300,778.0,65,2,2,1,1,False,False,False,False,Perdizes,rent,-23.534623,-46.679638
1200,502.0,50,1,1,0,0,True,False,False,False,Bela Vista,rent,-23.5509029,-46.636904
490000,750.0,73,3,2,1,2,False,False,True,False,Vila Matilde,sale,-23.535433,-46.532247
1500,410.0,56,3,2,1,1,False,False,False,False,Cangaíba,rent,-23.502942,-46.508986
1100,515.0,58,2,2,1,1,False,False,True,False,Butantã,rent,-23.586382,-46.745634
235000,300.0,74,1,1,0,1,False,False,True,False,Brás,sale,-23.5357211,-46.5951336
3800,1548.0,110,3,2,1,2,False,False,False,False,Jardim Paulista,rent,-23.5579309,-46.6664563
880,120.0,56,2,2,1,1,False,False,False,False,José Bonifácio,rent,-23.545757,-46.440869
10000,1395.0,113,2,3,2,2,False,False,True,False,Jardim Paulista,rent,-23.5752322,-46.6561827
460000,508.0,67,2,2,1,1,False,False,False,False,Jabaquara,sale,-23.642081,-46.643385
229000,270.0,45,2,2,1,1,True,False,False,True,Cambuci,sale,-23.561798,-46.628401
450000,430.0,64,3,2,1,1,False,False,True,False,Vila Prudente,sale,-23.595739,-46.5782478
209000,200.0,40,2,1,0,1,False,False,True,False,Jardim Helena,sale,-23.5405298,-46.4272917
2500,984.0,100,2,1,0,1,False,False,False,False,Consolação,rent,-23.5543137,-46.6546635
2300,400.0,50,2,1,0,1,False,True,True,False,Jaguaré,rent,-23.5451242,-46.7551146
201700,260.0,51,2,1,0,1,False,False,False,False,Vila Curuçá,sale,-23.5176403,-46.4289272
259274,390.0,40,1,2,1,1,True,False,True,False,Vila Maria,sale,-23.518056,-46.583873
945000,1837.0,200,3,2,1,1,False,False,False,False,Bom Retiro,sale,-23.5285179,-46.6321348
1750,850.0,59,2,1,0,1,False,False,True,False,Tucuruvi,rent,-23.4872801,-46.600586
370000,550.0,49,2,1,0,1,False,False,False,False,Bom Retiro,sale,-23.5306607,-46.6337305
1600,520.0,43,1,2,1,1,False,False,True,False,Tucuruvi,rent,-23.4862894,-46.61251
350000,500.0,55,2,2,1,1,True,False,True,False,Butantã,sale,-23.570631,-46.73263
1550,380.0,63,3,2,1,2,False,False,False,False,São Lucas,rent,-23.58816,-46.543623
380000,300.0,58,2,1,0,1,False,False,True,False,Tatuapé,sale,-23.5347107,-46.5703366
2500,900.0,84,1,2,1,1,False,False,True,False,Bela Vista,rent,-23.562477,-46.649393
318000,530.0,56,3,2,1,1,False,False,False,False,Campo Limpo,sale,-23.6173288,-46.7599363
1630000,990.0,130,3,2,1,1,False,False,False,False,Jardim Paulista,sale,-23.5740308,-46.6578232
8000,2100.0,180,3,4,3,3,False,False,True,False,Jardim Paulista,rent,-23.5694311,-46.6537286
190000,230.0,45,2,1,0,1,False,False,False,False,Campo Limpo,sale,-23.6516211,-46.7874535
930000,2000.0,127,3,2,1,1,False,False,False,False,Santa Cecília,sale,-23.538683,-46.6590351
98000,235.0,53,2,2,1,1,False,False,False,False,Jardim Helena,sale,-23.479604,-46.379402
2200,540.0,60,3,2,1,1,True,False,True,False,Vila Leopoldina,rent,-23.533717,-46.727942
3000,750.0,89,3,1,0,1,False,False,False,False,Alto de Pinheiros,rent,-23.5392826,-46.7161162
235000,350.0,49,2,1,0,1,False,False,False,False,Aricanduva,sale,-23.5776972,-46.4913042
12000,3580.0,220,4,3,2,3,False,False,False,False,Alto de Pinheiros,rent,-23.5513495,-46.6997815
1450,476.0,45,1,1,0,1,False,False,False,False,Santana,rent,-23.4921875,-46.6259689331
3000,450.0,90,3,2,1,1,False,False,False,False,Moema,rent,-23.60033,-46.667475
399900,800.0,67,2,2,1,5,True,False,True,False,Vila Andrade,sale,-23.630756,-46.739923
602000,660.0,66,1,2,1,1,True,False,True,False,Barra Funda,sale,-23.5228334,-46.6609518
14000,3000.0,200,4,3,2,3,False,False,False,False,Vila Mariana,rent,-23.5802486,-46.6526002
2100,698.0,78,2,2,1,2,True,False,False,False,Jaguaré,rent,-23.5527541,-46.7432287
190800,200.0,40,2,2,1,1,False,False,False,False,Perus,sale,-23.402648,-46.748136
225000,395.0,47,2,2,1,1,False,False,False,False,Cidade Líder,sale,-23.562596,-46.478924
150000,300.0,52,2,2,1,1,False,False,False,False,Itaim Paulista,sale,-23.479858,-46.381167
805000,679.0,160,4,2,1,2,False,False,True,False,Mandaqui,sale,-23.4723885,-46.6373664
2200,750.0,65,2,2,1,1,True,False,True,False,Jaguaré,rent,-23.546592,-46.748813
199900,200.0,46,2,1,0,1,False,False,False,False,Cangaíba,sale,-23.4980988,-46.5284891
1230000,1450.0,117,3,4,1,2,True,False,True,False,Campo Belo,sale,-23.62248,-46.673114
550000,2400.0,187,4,5,3,1,True,True,True,False,Vila Formosa,sale,-23.565827,-46.541878
1800,520.0,70,2,2,1,1,False,False,False,False,Vila Madalena,rent,-23.545001,-46.692906
1800,660.0,74,2,1,0,2,False,False,False,False,Cambuci,rent,-23.5655857,-46.622947
3500,1500.0,33,1,2,1,1,True,True,True,False,Alto de Pinheiros,rent,-23.554171,-46.697361
2300,630.0,70,3,2,1,1,True,False,True,False,Jaguaré,rent,-23.549208,-46.734448
800,388.0,55,2,2,1,1,False,False,False,False,Penha,rent,-23.527695,-46.5798715
7000,1200.0,172,4,3,2,4,False,False,False,False,Tatuapé,rent,-23.5508609,-46.5660097
335000,250.0,63,3,2,1,1,False,False,False,False,Itaim Paulista,sale,-23.5123198,-46.4186639
1790,1880.0,132,4,3,2,2,False,False,True,False,Vila Andrade,rent,-23.6339329,-46.7330603
360000,530.0,63,2,1,0,1,True,False,True,False,Ermelino Matarazzo,sale,-23.5010245,-46.4745325
260000,352.0,72,3,2,1,1,False,False,False,False,Ermelino Matarazzo,sale,-23.502494,-46.476288
775000,937.0,98,3,2,1,1,False,False,False,False,Vila Olimpia,sale,-23.602791,-46.675565
1950,429.0,49,2,2,1,1,True,False,False,False,Socorro,rent,-23.673575,-46.714152
5500,3700.0,250,4,2,4,4,True,False,True,False,Tatuapé,rent,-23.551222,-46.561695
341000,600.0,68,3,2,1,1,True,True,True,False,Medeiros,sale,-23.4878855,-46.5802783
1800,573.0,65,2,1,0,1,False,False,False,False,Campo Grande,rent,-23.663017,-46.6927026
1750,730.0,72,3,2,1,1,False,False,True,False,Freguesia do Ó,rent,-23.5013608,-46.6967145
194200,300.0,40,2,2,1,1,True,False,False,False,Itaquera,sale,-23.54805,-46.454872
351000,459.5,61,2,2,1,1,False,False,False,False,Sacomã,sale,-23.613999,-46.597485
458000,695.0,84,2,3,2,1,True,False,False,False,Liberdade,sale,-23.566542,-46.636237
17000,3769.0,263,3,4,3,3,False,False,False,False,Consolação,rent,-23.5594222,-46.6653427
2800,600.0,61,3,2,1,1,True,False,True,False,Vila Formosa,rent,-23.563519,-46.552494
1400,400.0,55,2,2,1,1,True,False,False,False,Cangaíba,rent,-23.499806,-46.522778
480000,430.0,75,3,2,1,2,False,False,True,False,São Lucas,sale,-23.592848,-46.5421898
2100,550.0,61,3,2,1,1,True,False,True,False,Bom Retiro,rent,-23.521686,-46.641967
199000,250.0,40,2,2,1,1,True,False,True,False,Vila Prudente,sale,-23.602358,-46.551445
3000,980.0,99,3,3,1,3,True,False,True,False,Saúde,rent,-23.616971,-46.632541
3500,600.0,70,2,2,1,1,False,False,True,False,Liberdade,rent,-23.563136,-46.641001
350000,479.0,60,2,2,1,1,False,False,False,False,Medeiros,sale,-23.599178,-46.728962
1000,400.0,50,1,1,0,0,False,False,False,False,Brás,rent,-23.5464599,-46.6167926
